"Aretha Franklin [RVC v2 - RMVPE</span> - Ov2] [300 Epochs]</a>  \n\n</svg>Run</a></td>\n\n</svg></button></td>https://huggingface.co/MusicBox27/60sSingers/resolve/main/Areth...</a></td>\n                                                            \n                                                            </i>                                               \n</a>\n                                                            </div>                                            \n                                                          </div>\n    </td></tr>"",""pagination"":""</span>\n</span></i></a></li></i></a></li>3</a></li>4</a></li>5</a></li>6</a></li>7</a></li></i></a></li></span>\n</span></i></a></li></ul>""}",https://huggingface.co/MusicBox27/60sSingers/resolve/main/ArethaFranklin.zip
Kim Kitsuragi,https://huggingface.co/EldrickPica/KimKitsuragi/resolve/main/KimKitsuragi.zip
Rodrigo V\u00e1zquez [El Cazador - Castillian Spanish],https://huggingface.co/Gonzaluigi/RodrigoVazquez-RVCv2/resolve/main/RodrigoVazquez-Ov2-Rmvpe-175.zip
Mirabel Madrigal,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/MirabelMadrigal.zip
Bruno Madrigal,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/BrunoMadrigal.zip
Seiun Sky,https://huggingface.co/Vitz0807/UmaVoice/resolve/main/Seiun.zip
cher loyd [sticks and stones era],https://huggingface.co/ariscult/cherloydai/resolve/main/cherlloydai.zip
Tamatoa,https://huggingface.co/PhantomBobTT/Tamatoa/resolve/main/Tamatoa.zip
Xinran Zhao,https://huggingface.co/RegalHyperus/bbeu-jp-rvc-models/resolve/main/XinranZhaoJP.zip
Setsuna Yuki,https://huggingface.co/Swordsmagus/Love-Live-RVC/resolve/main/Nijigasaki_Setsuna-Yuki-OG-RMVPE-Ov2.zip
The Brain,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/BrainPATBV2.zip
Pinky,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/PinkyPATBV2.zip
Kokushibo,https://huggingface.co/Goldeath/Kokushibo/resolve/main/Kokushibo300eOV2.zip
Shikanoin Heizou,https://huggingface.co/kubakk/kubakk-RVC/resolve/main/shikanoin-heizou-v1.zip
Cher Lloyd,https://huggingface.co/SUP3RMASS1VE/Cher-Lloyd/resolve/main/Cher%20Lloyd.zip
Freddie Mercury [ 1979 ] [ Crazy Little Thing Called Love Era ],https://huggingface.co/Freddie-Dassin/Freddie_Mercury_Crazy_Little_Thing_Called_Love_Era/resolve/main/Freddie_Mercury_Crazy_Little_Thing_Called_Love_Era_v2.zip
Freddie Mercury [ 1989 ] [ I Want It All Era ],https://huggingface.co/Freddie-Dassin/Freddie_Mercury_I_Want_It_All_Era/resolve/main/Freddie_Mercury_I_Want_It_All_Era_v2.zip
Kollektivet - \u00c6\u00d8\u00c5,https://huggingface.co/RegalHyperus/rvc-v2-drum-models/resolve/main/SizeMattersDrums.zip
Lacey Sturm,https://huggingface.co/SUP3RMASS1VE/Lacey-Sturm/resolve/main/Lacey%20Sturm.zip
CG5/Charlie Green,https://huggingface.co/RichardPupRoo/CG5-2024-Singing/resolve/main/CG5%202024%20Singing.zip
Adin Ross | 350 Epochs | RMVPE</span></a>  \n\n</svg>Run</a></td>\n\n</svg></button></td>https://huggingface.co/Plasmati/AIDRIVEORNOTMODELS5/resolve/mai...</a></td>\n                                                            \n                                                            </i>                                               \n</a>\n                                                            </div>                                            \n                                                          </div>\n    </td></tr>The Mysticle,https://huggingface.co/Plasmati/AIDRIVEORNOTMODELS5/resolve/main/Adin-Ross.zip
The Mysticle,https://huggingface.co/SUP3RMASS1VE/The-Mysticle/resolve/main/The%20Mysticle.zip
Hishi Amazon,https://huggingface.co/maryishi/IshiMary_RVC_Models/resolve/main/HishiAmazon_RMVPE_600Epochs.zip
IILLUMINAUGHTII,https://huggingface.co/Xhepyxopila/MiscCartoonModelsRVC/resolve/main/illuminaughtii.zip
Billie Eilish,https://huggingface.co/ivoryprincemilo/Billie_Eilish_Strong_Ver/resolve/main/BillieEilishStrongVoice.zip
Crush 40 - I Am... All of Me,https://huggingface.co/RegalHyperus/rvc-v2-drum-models/resolve/main/IAmAllOfMeDrums.zip
Yuuri [Japanese Singer],https://huggingface.co/Eddycrack864/Yuuri-AI-Voice/resolve/main/yuuriOV2.zip
Porter Robinson - Everything Goes On,https://huggingface.co/RegalHyperus/rvc-v2-drum-models/resolve/main/EverythingGoesOnDrums.zip
Toad,https://huggingface.co/SirLucas9090/ToadJohnStocker/resolve/main/ToadJohnStocker.zip
Macgyver Voix Fran\u00e7aise/Edgar Givry,https://huggingface.co/Freddie-Dassin/Macgyver_Voix_Francaise_Edgar_Givry/resolve/main/Macgyver_VF.zip
Toad,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/ToadMario.zip
Waylon Jennings are you sure hank done it this way era,https://huggingface.co/Freddie-Dassin/Waylon_Jennings_Are_You_Sure_Hank_Done_It_This_Way_Era/resolve/main/Waylon_Jennings_Are_You_Sure_Hank_Done_It_This_Way_Era.zip
Charlie Feathers One Hand Loose Era,https://huggingface.co/Freddie-Dassin/Charlie_Feathers_One_Hand_Loose_Era/resolve/main/Charlie_Feathers_One_Hand_Loose_Era.zip
Doviculus,https://huggingface.co/Alguy1/Doviculus/blob/main/Doviculus.zip
Emil,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/EmilEN_RVC_v2_RMVPE_370e_Ov2.zip
Kaine,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/KaineEN_RVC_v2_RMVPE_300e_Ov2.zip
Father Nier,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/FatherNier_RVC_v2_RMVPE_350e_Ov2.zip
Brother Nier,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/BrotherNierAdultEN_RVC_v2_RMVPE_330e_Ov2.zip
TINI,https://huggingface.co/ivoryprincemilo/TiniStoesstel/resolve/main/TiniStoesstel.zip
Brother Nier,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/BrotherNierYoungEN_RVC_v2_RMVPE_370e_Ov2.zip
Yonah,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/YonahEN_RVC_v2_RMVPE_350e_Ov2.zip
2B,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/2BEN_RVC_v2_RMVPE_400e_Ov2.zip
9S,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/9SEN_RVC_v2_RMVPE_240e_Ov2.zip
A2,https://huggingface.co/PGR-RVC/NieR_RVC_v2/resolve/main/EN/A2EN_RVC_v2_RMVPE_370e_Ov2.zip
Phil Collins,https://huggingface.co/Freddie-Dassin/Phil_Collins/resolve/main/Phil%20Collins.zip
Hank Williams Sr,https://huggingface.co/Freddie-Dassin/Hank_Williams_Sr/resolve/main/Hank%20Williams%20Sr.zip
\u0427\u0435\u0441,https://huggingface.co/FodyWalker/Models/resolve/main/4esnok.zip
Jota.,https://huggingface.co/AmanBOT/Jota/resolve/main/Jota.zip
Senator Armstrong,https://huggingface.co/Beretiful/MGRRSenatorArmstrong/resolve/main/SenatorArmstrong%20(400%20Epochs).zip
Vodka,https://huggingface.co/Vitz0807/UmaVoice/resolve/main/Vodka.zip
Tammy Ch,https://huggingface.co/ABF54/ABFRVC/resolve/main/tammy.zip
Tsubame Matsunaga,https://huggingface.co/samkey/Tsubame_Matsunaga/resolve/main/Tsubame_Matsunaga.zip
Yor Forger,https://huggingface.co/Voxelcraft/AIModels/resolve/main/YorForger.zip
Daiwa Scarlet,https://huggingface.co/Vitz0807/UmaVoice/resolve/main/Daiwa%20Scarlet.zip
Nepptenio,https://huggingface.co/Freddie-Dassin/Nepptenio/resolve/main/Nepptenio.zip
Oompa loompa,https://huggingface.co/frankmurray/oompaloompa/resolve/main/oompa%20Loompa%20.zip
M Shadows,https://huggingface.co/kitkatchu/MShadows/resolve/main/MShadows.zip
Rica Matsumoto - Alive a Life,https://huggingface.co/RegalHyperus/rvc-v2-drum-models/resolve/main/AliveALifeDrums.zip
Fernand Raynaud,https://huggingface.co/Freddie-Dassin/Fenand_Raynaud/resolve/main/Fernand%20Raynaud.zip
Kenny,https://huggingface.co/Beretiful/TWDKenny/resolve/main/Kenny%20(200%20Epochs).zip
Tinashe,https://huggingface.co/ivoryprincemilo/Tinashe_Clean/resolve/main/Tinashe.zip
The Snowy Raven,https://huggingface.co/Sekuro/my_models/resolve/main/thesnowyraven.zip
Bo Sunita,https://huggingface.co/Gridsada/YSNAiVoiceModel/resolve/main/BoSunita.zip
LISA - Talking and Sweet Singing Voice - Rmvpe</span> - 500 Epoch</a>  \n\n</svg>Run</a></td>\n\n</svg></button></td>https://huggingface.co/jackswie/lisa_sweet_sing_n_talk_500ep/bl...</a></td>\n                                                            \n                                                            </i>                                               \n</a>\n                                                            </div>                                            \n                                                          </div>\n    </td></tr>Pleakley,https://huggingface.co/jackswie/lisa_sweet_sing_n_talk_500ep/blob/main/lisa500ep.zip**
Pleakley,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/PleakleyDisneyInfinity.zip
PlayStation All-Stars Battle Royale Announcer,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/PSABRAnnouncer.zip
Kazuma Kiryu - Baka Mitai,https://huggingface.co/RegalHyperus/rvc-v2-drum-models/resolve/main/BakaMitaiTaxiDriverDrums.zip
Theo Von -,https://huggingface.co/limborium/rvc-v2-models/resolve/main/theovon.zip
Kurt Cobain -,https://huggingface.co/matiasw7/Matxx1IARVCV2/resolve/main/KurtCobain.zip
Gaming,https://huggingface.co/RegalHyperus/new-rvc-models/resolve/main/GamingGIJPV2.zip
Bobby BearHug,https://huggingface.co/Xhepyxopila/MiscCartoonModelsRVC/resolve/main/bobbybearhug.zip
Ludwig V2,https://huggingface.co/SimplCup/LudwigV2/resolve/main/LudwigV2.zip
"Jimmy Sullivan a.k.a, The Rev",https://huggingface.co/kitkatchu/TheRev/resolve/main/TheRev.zip
Shrek,https://huggingface.co/kitkatchu/Shrek/resolve/main/Shrek.zip
Sapphie,https://huggingface.co/Reddydino/SapphieENG/resolve/main/Sapphie%20(ENG).zip
Garnet,https://huggingface.co/Reddydino/GarnetENG/resolve/main/Garnet%20(ENG).zip
Ruby,https://huggingface.co/Reddydino/RubyEng/resolve/main/Ruby%20(ENG).zip
Yoyo,https://huggingface.co/Reddydino/Yoyo/resolve/main/Yoyo.zip
Treasure - Darari,https://huggingface.co/RegalHyperus/rvc-v2-drum-models/resolve/main/DarariDrums.zip
The Living Tombstone - My Ordinary Life,https://huggingface.co/RegalHyperus/rvc-v2-drum-models/resolve/main/MyOrdinaryLifeDrums.zip
Albert Wesker OG,https://huggingface.co/Hazza1/Wesker/resolve/main/wesker.zip
Albert Wesker,https://huggingface.co/Hazza1/WeskerRE4Remake/resolve/main/wesker.zip
Tekken 8 Announcer,https://huggingface.co/Hazza1/Tekken8Announcer/resolve/main/tekken8an.zip
Copano Rickey,https://huggingface.co/maryishi/IshiMary_RVC_Models/resolve/main/CopanoRickey_RMVPE_600Epochs.zip
Gaming,https://huggingface.co/RegalHyperus/new-rvc-models/resolve/main/GamingGIJP.zip
Omar Apollo,https://huggingface.co/ivoryprincemilo/Omar_Apollo_Clean/resolve/main/OmarApollo_Clean.zip
Ifrit,https://huggingface.co/RegalHyperus/new-rvc-models/resolve/main/IfritAKJP.zip
TV screen/Plug me into a Sega,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/PlugMeIntoASega.zip
Sonic R Vocalist,https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/SonicRSinger.zip
SHAPKA,https://huggingface.co/SimplCup/Shapka/resolve/main/Shapka.zip
Hoppy Hopscotch,https://huggingface.co/sdkawdalkdjaw/HoppyHopscotchRVC/resolve/main/HoppyHopscotch.zip
allu - CS2,https://huggingface.co/limborium/rvc-v2-models/resolve/main/allu.zip
